ticket_id,created_date,resolved_date,category,sub_category,priority,status,subject,description,resolution,product_service,department,satisfaction_rating,time_to_resolution_hours,text_length
TKT-10082,2023-04-08,2023-04-08 07:00:00,Cloud/Infrastructure,VM,Critical,Closed,VM performance degraded — high CPU,our application vm has been running at 95%+ cpu for the past 2 days. response times are terrible. we haven't deployed anything new recently. i checked and my internet connection seems fine. we have an sla breach in 30 minutes if this isn't resolved. appreciate the help.,Identified runaway cron job executing every minute instead of every hour due to a configuration typo. Fixed the cron schedule. CPU usage dropped to normal 30% range. Application response times back to normal.,Kubernetes,Human Resources,3.0,7.0,270
TKT-10083,2025-05-31,2025-05-31 05:00:00,Database,Data Integrity,Critical,Closed,NULL values in required fields,found a bunch of null values in fields that should be mandatory — like order amount and customer name. about 500 records affected. data was loaded by the automated process. i checked and my internet connection seems fine.,Input validation was missing in the data pipeline for these fields. Added NOT NULL constraints to the database columns and added validation checks in the ETL pipeline with proper error handling. Manually fixed the 500 affected records from source data.,Amazon RDS,Customer Support,2.0,5.0,221
TKT-10085,2023-03-08,2023-03-08 15:18:00,Cloud/Infrastructure,VM,High,Closed,VM snapshot taking up too much storage,"hi, we have old vm snapshots from 3 months ago that are consuming 800gb of storage. can they be safely deleted? the vms have been running fine. i first saw this issue this morning. i've rebooted twice, no change. this is causing significant disruption to my team's work today. let me know if you need more info.","Reviewed snapshot chain — confirmed 3-month-old snapshots are safe to remove as no rollback is planned. Consolidated and deleted old snapshots, freeing 800GB. Set policy to auto-delete snapshots older than 14 days.",Azure Blob Storage,Engineering,2.0,15.3,311
TKT-10086,2024-06-17,2024-06-17 05:48:00,Software,Installation,Critical,Closed,Need bulk software deployment for new team,"hi, we have 12 new team members starting in research next week. they all need confluence and our standard dev tools installed before day one. it was working fine until last friday. i asked a coworker and they don't have this problem. all work has stopped. this needs to be fixed in the next hour. thank you.",Created deployment package in SCCM with all required software. Staged installations on 12 machines overnight. All installations verified successful. Machines ready for new hires.,Confluence,Executive,3.0,5.8,307
TKT-10087,2024-09-06,2024-09-06 20:42:00,Hardware,Peripheral,High,Closed,Docking station not recognizing devices,my docking station stopped recognizing my external monitors and usb devices when i dock my laptop. was working fine last week. undocking and redocking doesn't help. i'm in building c if someone needs to come look at it. this is blocking my work completely — i can't proceed without this fixed.,Docking station firmware was outdated and incompatible with recent laptop BIOS update. Updated dock firmware to latest version and power-cycled the dock. All peripherals now recognized correctly.,MacBook Pro M3,Product,2.0,20.7,293
TKT-10088,2023-06-26,2023-06-26 08:30:00,Access/Permissions,Permission Request,Medium,Closed,Can't access CyberArk after role change,i changed roles from logistics to engineering last week but i still can't access the engineering tools. hr says they updated my role in the system. i'm working remotely today if that matters. i asked a coworker and they don't have this problem.,"HR had updated the role but the provisioning sync hadn't run. Manually triggered the identity sync, which updated group memberships. User now has access to all engineering resources. Removed old department access.",CyberArk,Product,5.0,8.5,244
TKT-10089,2023-04-24,2023-04-26 12:30:00,Email/Communication,Distribution List,Medium,Closed,Distribution list emails going to spam,emails sent to our legal distribution list are landing in everyone's spam folder. these are legitimate internal emails but the spam filter flags them. not blocking me completely but i'd like this fixed today if possible. regards.,Distribution list was missing proper SPF and internal sender authentication headers. Updated the list's send-as permissions and added it to the safe senders list in the spam filter policy. Emails now deliver to inbox.,Slack,Sales,2.0,60.5,229
TKT-10090,2023-11-12,2023-11-12 15:36:00,Hardware,Printer,Medium,Closed,Color printing not working,"when i print, everything comes out in black and white even though i have color selected in print settings. need color for a presentation i'm printing for a client meeting tomorrow. not super urgent but it's getting annoying. happy to work around this short-term but it needs to be addressed.",Print policy was restricting color printing for user's group. Updated group policy to allow color printing. Also replaced low cyan cartridge that would have caused color issues. Test color print successful.,Surface Pro 9,Executive,4.0,15.6,291
TKT-18428,2023-04-19,,Cloud/Infrastructure,Storage,Low,Open,S3 bucket permissions need updating,the docker s3 bucket needs its permissions updated — we need the etl service role to have read/write access but currently it only has read. i asked a coworker and they don't have this problem.,,Docker,Product,,,192
TKT-10091,2025-04-11,2025-04-12 00:12:00,Software,Compatibility,Medium,Closed,Legacy app not working on Windows 11,"hi, our department relies on microsoft 365 which is an older application. since upgrading to windows 11, it won't launch at all. we need this app daily — there's no replacement yet. this is affecting my productivity but not a total blocker. cheers.",Configured application to run in Windows 8 compatibility mode with admin privileges. Also installed legacy .NET Framework 3.5 component. Application now launches and functions correctly.,Microsoft 365,IT,5.0,24.2,248
TKT-10092,2024-10-15,2024-10-15 07:18:00,Hardware,Peripheral,High,Closed,Webcam poor quality in calls,my built-in webcam makes me look like a pixelated blob in video calls. people keep asking me to turn my camera off because it's distracting. can i get an external webcam? i'm working remotely today if that matters. i tried the usual troubleshooting steps. multiple people on my team are affected and we're all blocked.,"Deployed Logitech C920 external webcam to user. Installed drivers, configured as default video device in Teams/Zoom. Video quality confirmed as significantly improved in test call.",HP ZBook Fury,Legal,5.0,7.3,318
TKT-10093,2024-09-23,2024-09-26 15:36:00,Hardware,Laptop,Low,Closed,Laptop won't turn on,"my lenovo thinkcentre m90q won't power on at all. no lights, no fan, nothing happens when i press the power button. was working fine when i shut it down yesterday. i'm in hq if someone needs to come look at it. i tried logging out and back in. not urgent. please address when convenient.",Performed hard reset by removing battery and holding power button for 30 seconds. Reseated RAM and power connection. Laptop powered on — diagnostics show battery was fully depleted due to BIOS update pending. Charged and verified stable.,Lenovo ThinkCentre M90q,Operations,5.0,87.6,287
TKT-10094,2024-06-25,2024-06-27 05:30:00,Software,Crash,Medium,Closed,Microsoft 365 freezes when opening large files,"every time i try to open a file larger than about 50mb in microsoft 365, the application freezes completely. have to force-close it from task manager. smaller files work fine. i checked and my internet connection seems fine. this is slowing me down but i can work around it for now. regards.",Application was running in 32-bit mode with limited memory allocation. Switched to 64-bit version and increased JVM heap size to 4GB. Large files now open without freezing.,Microsoft 365,Engineering,2.0,53.5,291
